1092. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 1.132800, 		 Region: FR Central 
1093. Category: Virtual Machines, 		  Name: E4 v3/E4s v3 Low Priority, 		 Rate: 0.174000, 		 Region: US East 
1094. Category: Virtual Machines, 		  Name: A9 Low Priority, 		 Rate: 1.080000, 		 Region: US South Central 
1095. Category: Virtual Machines, 		  Name: ND12s, 		 Rate: 4.968000, 		 Region: US South Central 
1096. Category: Virtual Machines, 		  Name: H16mr, 		 Rate: 3.377000, 		 Region: JA East 
1097. Category: Virtual Machines, 		  Name: A1 v2 Low Priority, 		 Rate: 0.037000, 		 Region: BR South 
1098. Category: Virtual Machines, 		  Name: A0, 		 Rate: 0.020000, 		 Region: US West Central 
1099. Category: Virtual Machines, 		  Name: A3 Low Priority, 		 Rate: 0.144000, 		 Region: US East 
1100. Category: Virtual Machines, 		  Name: D13 v2/DS13 v2 - Expired, 		 Rate: 1.056000, 		 Region: US East 
1101. Category: Virtual Machines, 		  Name: NC12 Low Priority, 		 Rate: 0.867000, 		 Region: US East 2 
1102. Category: Virtual Machines, 		  Name: D14/DS14 Low Priority, 		 Rate: 0.979000, 		 Region: AU East 
1103. Category: Virtual Machines, 		  Name: A3 Low Priority, 		 Rate: 0.046400, 		 Region: BR South 
1104. Category: Virtual Machines, 		  Name: G4/GS4, 		 Rate: 4.685000, 		 Region: CA Central 
1105. Category: Virtual Machines, 		  Name: M64s, 		 Rate: 6.669000, 		 Region: US West 2 
1106. Category: Virtual Machines, 		  Name: A1 v2 Low Priority, 		 Rate: 0.008000, 		 Region: EU West 
1107. Category: Virtual Machines, 		  Name: D14 v2/DS14 v2 Low Priority, 		 Rate: 0.844000, 		 Region: US West 
1108. Category: Virtual Machines, 		  Name: L8s Low Priority, 		 Rate: 0.150000, 		 Region: AU East 
1109. Category: Virtual Machines, 		  Name: NV6s v2 Low Priority, 		 Rate: 0.137000, 		 Region: US South Central 
1110. Category: Virtual Machines, 		  Name: A2, 		 Rate: 0.120000, 		 Region: AP Southeast 
1111. Category: Virtual Machines, 		  Name: D5 v2/DS5 v2, 		 Rate: 0.916000, 		 Region: US East 2 
1112. Category: Virtual Machines, 		  Name: D3/DS3 Low Priority, 		 Rate: 0.206000, 		 Region:  
1113. Category: Virtual Machines, 		  Name: E4 v3/E4s v3, 		 Rate: 0.312000, 		 Region: UK West 
1114. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 1.103000, 		 Region: US West 2 
1115. Category: Virtual Machines, 		  Name: D12 v2/DS12 v2, 		 Rate: 0.738000, 		 Region: AU Central 
1116. Category: Virtual Machines, 		  Name: A4, 		 Rate: 0.480000, 		 Region: AP Southeast 
1117. Category: Virtual Machines, 		  Name: G3/GS3, 		 Rate: 2.440000, 		 Region: US East 2 
1118. Category: Virtual Machines, 		  Name: H8 Low Priority, 		 Rate: 0.199000, 		 Region: US Gov AZ 
1119. Category: Virtual Machines, 		  Name: B2ms, 		 Rate: 0.099200, 		 Region: EU North 
1120. Category: Virtual Machines, 		  Name: A2m v2, 		 Rate: 0.186250, 		 Region: AU Central 2 
1121. Category: Virtual Machines, 		  Name: E8 v3/E8s v3 Low Priority, 		 Rate: 0.117000, 		 Region: CA Central 
1122. Category: Virtual Machines, 		  Name: D1/DS1 Low Priority, 		 Rate: 0.061400, 		 Region: US Gov 
1123. Category: Virtual Machines, 		  Name: NV6 Low Priority, 		 Rate: 0.219000, 		 Region:  
1124. Category: Virtual Machines, 		  Name: G4/GS4 Low Priority, 		 Rate: 2.264000, 		 Region: AU East 
1125. Category: Virtual Machines, 		  Name: A1 v2, 		 Rate: 0.065000, 		 Region: US Central 
1126. Category: Virtual Machines, 		  Name: F1/F1s Low Priority, 		 Rate: 0.011000, 		 Region: US South Central 
1127. Category: Virtual Machines, 		  Name: B4ms, 		 Rate: 0.211000, 		 Region: AP Southeast 
1128. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2, 		 Rate: 1.404000, 		 Region: AU Central 
1129. Category: Virtual Machines, 		  Name: A3, 		 Rate: 0.262000, 		 Region: IN Central 
1130. Category: Virtual Machines, 		  Name: F4/F4s Low Priority, 		 Rate: 0.040000, 		 Region: US East 2 
1131. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 0.272000, 		 Region: US East 2 
1132. Category: Virtual Machines, 		  Name: F4s v2, 		 Rate: 0.186000, 		 Region: CA Central 
1133. Category: Virtual Machines, 		  Name: D2/DS2, 		 Rate: 0.154000, 		 Region: US East 
1134. Category: Virtual Machines, 		  Name: NV24s v2, 		 Rate: 2.850000, 		 Region: EU West 
1135. Category: Virtual Machines, 		  Name: E64 v3/E64s v3 Low Priority, 		 Rate: 3.512000, 		 Region: FR South 
1136. Category: Virtual Machines, 		  Name: M32s, 		 Rate: 4.835800, 		 Region: JA East 
1137. Category: Virtual Machines, 		  Name: NV6 Low Priority, 		 Rate: 0.219000, 		 Region: US West 2 
1138. Category: Virtual Machines, 		  Name: A9 Low Priority, 		 Rate: 0.350000, 		 Region:  
1139. Category: Virtual Machines, 		  Name: NV24 Low Priority, 		 Rate: 2.308000, 		 Region: US East 
1140. Category: Virtual Machines, 		  Name: F4s v2, 		 Rate: 0.353000, 		 Region: AP Southeast 
1141. Category: Virtual Machines, 		  Name: E8 v3/E8s v3, 		 Rate: 0.584000, 		 Region: CA East 
1142. Category: Virtual Machines, 		  Name: A2 v2 Low Priority, 		 Rate: 0.018000, 		 Region: CA East 
1143. Category: Virtual Machines, 		  Name: NV24s, 		 Rate: 3.621000, 		 Region: US West 
1144. Category: Virtual Machines, 		  Name: D15 v2/DS15 v2, 		 Rate: 2.493000, 		 Region: AU Central 2 
1145. Category: Virtual Machines, 		  Name: A4m v2, 		 Rate: 0.278000, 		 Region: KR Central 
1146. Category: Virtual Machines, 		  Name: D14/DS14, 		 Rate: 2.111000, 		 Region: US Central 
1147. Category: Virtual Machines, 		  Name: D13 v2/DS13 v2, 		 Rate: 0.972000, 		 Region: EU North 
1148. Category: Virtual Machines, 		  Name: D8 v3/D8s v3 Low Priority, 		 Rate: 0.378000, 		 Region: IN South 
1149. Category: Virtual Machines, 		  Name: E16 v3/E16s v3 Low Priority, 		 Rate: 0.268000, 		 Region: IN South 
1150. Category: Virtual Machines, 		  Name: A2m v2, 		 Rate: 0.119000, 		 Region: US East 2 
1151. Category: Virtual Machines, 		  Name: F16/F16s, 		 Rate: 0.875000, 		 Region: US South Central 
1152. Category: Virtual Machines, 		  Name: D1/DS1 Low Priority, 		 Rate: 0.019000, 		 Region: AU Southeast 
1153. Category: Virtual Machines, 		  Name: D5 v2/DS5 v2, 		 Rate: 2.246000, 		 Region: AU East 
1154. Category: Virtual Machines, 		  Name: D16 v3/D16s v3, 		 Rate: 0.768000, 		 Region: US West 2 
1155. Category: Virtual Machines, 		  Name: A1 Low Priority, 		 Rate: 0.011000, 		 Region: US Gov TX 
1156. Category: Virtual Machines, 		  Name: E8 v3/E8s v3, 		 Rate: 0.638000, 		 Region: AU East 
1157. Category: Virtual Machines, 		  Name: A8 v2, 		 Rate: 0.400000, 		 Region: CA East 
1158. Category: Virtual Machines, 		  Name: F64s v2, 		 Rate: 3.400000, 		 Region: US Gov AZ 
1159. Category: Virtual Machines, 		  Name: E2 v3/E2s v3, 		 Rate: 0.372000, 		 Region: BR South 
1160. Category: Virtual Machines, 		  Name: NC12s v3 Low Priority, 		 Rate: 3.158000, 		 Region: CA Central 
1161. Category: Virtual Machines, 		  Name: A9 Low Priority, 		 Rate: 0.483000, 		 Region: JA East 
1162. Category: Virtual Machines, 		  Name: D2 v3/D2s v3, 		 Rate: 0.215000, 		 Region: IN West 
1163. Category: Virtual Machines, 		  Name: D64 v3/D64s v3 Low Priority, 		 Rate: 2.477000, 		 Region: KR South 
1164. Category: Virtual Machines, 		  Name: F4s v2, 		 Rate: 0.196000, 		 Region: AP Southeast 
1165. Category: Virtual Machines, 		  Name: D2 v2/DS2 v2 - Expired, 		 Rate: 0.231000, 		 Region: KR South 
1166. Category: Virtual Machines, 		  Name: A2 v2, 		 Rate: 0.097000, 		 Region: US Gov 
1167. Category: Virtual Machines, 		  Name: D8 v3/D8s v3, 		 Rate: 0.504000, 		 Region: US Gov TX 
1168. Category: Virtual Machines, 		  Name: D12 v2/DS12 v2 Low Priority, 		 Rate: 0.080000, 		 Region: JA West 
1169. Category: Virtual Machines, 		  Name: E2 v3/E2s v3 Low Priority, 		 Rate: 0.107000, 		 Region: IN South 
1170. Category: Virtual Machines, 		  Name: G1/GS1, 		 Rate: 0.439000, 		 Region: UK South 
1171. Category: Virtual Machines, 		  Name: M64ls Low Priority, 		 Rate: 1.083000, 		 Region: US East 2 
1172. Category: Virtual Machines, 		  Name: F2/F2s, 		 Rate: 0.218000, 		 Region: JA West 
1173. Category: Virtual Machines, 		  Name: A0, 		 Rate: 0.020000, 		 Region: KR Central 
1174. Category: Virtual Machines, 		  Name: M64ms Low Priority, 		 Rate: 7.821000, 		 Region: AU East 
1175. Category: Virtual Machines, 		  Name: A8m v2, 		 Rate: 1.058000, 		 Region: IN West 
1176. Category: Virtual Machines, 		  Name: D12 v2/DS12 v2, 		 Rate: 0.366000, 		 Region: CA East 
1177. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 0.443000, 		 Region: AU Central 
1178. Category: Virtual Machines, 		  Name: D15 v2/DS15 v2, 		 Rate: 1.662000, 		 Region: US South Central 
1179. Category: Virtual Machines, 		  Name: F16s v2, 		 Rate: 1.844000, 		 Region: AU Central 2 
1180. Category: Virtual Machines, 		  Name: A2, 		 Rate: 0.110000, 		 Region: US West 2 
1181. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2 Low Priority, 		 Rate: 0.592000, 		 Region: AP East 
1182. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.079000, 		 Region: KR South 
1183. Category: Virtual Machines, 		  Name: A4m v2, 		 Rate: 0.353000, 		 Region: US Gov 
1184. Category: Virtual Machines, 		  Name: F1/F1s Low Priority, 		 Rate: 0.054600, 		 Region: FR South 
1185. Category: Virtual Machines, 		  Name: F8/F8s Low Priority, 		 Rate: 0.091000, 		 Region: EU North 
1186. Category: Virtual Machines, 		  Name: F16s v2 Low Priority, 		 Rate: 0.163200, 		 Region: US Gov TX 
1187. Category: Virtual Machines, 		  Name: D4 v3/D4s v3 Low Priority, 		 Rate: 0.217500, 		 Region: AU Central 
1188. Category: Virtual Machines, 		  Name: A1 Low Priority, 		 Rate: 0.020000, 		 Region: BR South 
1189. Category: Virtual Machines, 		  Name: A2 v2 Low Priority, 		 Rate: 0.023000, 		 Region: JA West 
1190. Category: Virtual Machines, 		  Name: M32ms Low Priority, 		 Rate: 5.668000, 		 Region: IN Central 
1191. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.079000, 		 Region: IN Central 
1192. Category: Virtual Machines, 		  Name: E8 v3/E8s v3 Low Priority, 		 Rate: 0.396000, 		 Region: US South Central 
1193. Category: Virtual Machines, 		  Name: B1s, 		 Rate: 0.025000, 		 Region: AU Central 
1194. Category: Virtual Machines, 		  Name: M128s, 		 Rate: 18.374000, 		 Region: IN Central 
1195. Category: Virtual Machines, 		  Name: D2 v2/DS2 v2 Low Priority, 		 Rate: 0.042500, 		 Region: AU Central 2 
1196. Category: Virtual Machines, 		  Name: A4 Low Priority, 		 Rate: 0.089800, 		 Region: UK South 
1197. Category: Virtual Machines, 		  Name: A2 v2 Low Priority, 		 Rate: 0.045000, 		 Region:  
1198. Category: Virtual Machines, 		  Name: A2 v2, 		 Rate: 0.106000, 		 Region: UK South 
1199. Category: Virtual Machines, 		  Name: D32 v3/D32s v3 Low Priority, 		 Rate: 1.414000, 		 Region: JA West 
1200. Category: Virtual Machines, 		  Name: D12 v2/DS12 v2 - Expired, 		 Rate: 0.608000, 		 Region: US Gov TX 
1201. Category: Virtual Machines, 		  Name: G5/GS5, 		 Rate: 10.238000, 		 Region: JA East 
1202. Category: Virtual Machines, 		  Name: F64s v2, 		 Rate: 3.264000, 		 Region: US Gov TX 
1203. Category: Virtual Machines, 		  Name: E16 v3/E16s v3 Low Priority, 		 Rate: 0.250000, 		 Region: UK South 
1204. Category: Virtual Machines, 		  Name: D16 v3/D16s v3, 		 Rate: 0.880000, 		 Region: US West Central 
1205. Category: Virtual Machines, 		  Name: A8 v2, 		 Rate: 0.748000, 		 Region: KR Central 
1206. Category: Virtual Machines, 		  Name: D11/DS11, 		 Rate: 0.186000, 		 Region: US Gov 
1207. Category: Virtual Machines, 		  Name: D64 v3/D64s v3, 		 Rate: 6.944000, 		 Region: AU East 
1208. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.044000, 		 Region: US West 2 
1209. Category: Virtual Machines, 		  Name: D5 v2/DS5 v2, 		 Rate: 1.087000, 		 Region: EU West 
1210. Category: Virtual Machines, 		  Name: F8/F8s Low Priority, 		 Rate: 0.339000, 		 Region: US Gov AZ 
1211. Category: Virtual Machines, 		  Name: F72s v2 Low Priority, 		 Rate: 2.548800, 		 Region: CA East 
1212. Category: Virtual Machines, 		  Name: F8/F8s, 		 Rate: 0.437000, 		 Region: CA East 
1213. Category: Virtual Machines, 		  Name: F72s v2 Low Priority, 		 Rate: 2.707000, 		 Region: EU North 
1214. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2 - Expired, 		 Rate: 0.458000, 		 Region: US West 2 
1215. Category: Virtual Machines, 		  Name: M16s Low Priority, 		 Rate: 2.120500, 		 Region: JA East 
1216. Category: Virtual Machines, 		  Name: L16s v2, 		 Rate: 1.112000, 		 Region: EU West 
1217. Category: Virtual Machines, 		  Name: A6, 		 Rate: 0.660000, 		 Region: US Central 
1218. Category: Virtual Machines, 		  Name: F8s v2, 		 Rate: 0.554000, 		 Region: AU Central 
1219. Category: Virtual Machines, 		  Name: D4 v3/D4s v3 Low Priority, 		 Rate: 0.174000, 		 Region: US Gov TX 
1220. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2, 		 Rate: 1.170000, 		 Region: US Gov TX 
1221. Category: Virtual Machines, 		  Name: F1/F1s, 		 Rate: 0.081000, 		 Region: AU Central 2 
1222. Category: Virtual Machines, 		  Name: M128ms, 		 Rate: 54.260000, 		 Region: AU Central 2 
1223. Category: Virtual Machines, 		  Name: F72s v2 Low Priority, 		 Rate: 0.765000, 		 Region: US Gov AZ 
1224. Category: Virtual Machines, 		  Name: A6, 		 Rate: 0.610000, 		 Region: IN West 
1225. Category: Virtual Machines, 		  Name: A8 v2, 		 Rate: 0.467000, 		 Region: AU Southeast 
1226. Category: Virtual Machines, 		  Name: D8 v3/D8s v3, 		 Rate: 0.845000, 		 Region: US West Central 
1227. Category: Virtual Machines, 		  Name: M64ms, 		 Rate: 12.405000, 		 Region: EU North 
1228. Category: Virtual Machines, 		  Name: H16m, 		 Rate: 4.344000, 		 Region: AP Southeast 
1229. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.072000, 		 Region: EU West 
1230. Category: Virtual Machines, 		  Name: M16s, 		 Rate: 3.341800, 		 Region: EU West 
1231. Category: Virtual Machines, 		  Name: D5 v2/DS5 v2, 		 Rate: 2.246000, 		 Region: CA Central 
1232. Category: Virtual Machines, 		  Name: A4, 		 Rate: 0.536000, 		 Region: US Gov 
1233. Category: Virtual Machines, 		  Name: NC24R, 		 Rate: 4.770000, 		 Region: US East 2 
1234. Category: Virtual Machines, 		  Name: D11 v2/DS11 v2 - Expired, 		 Rate: 0.308000, 		 Region: UK South 
1235. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2 - Expired, 		 Rate: 1.176000, 		 Region: UK West 
1236. Category: Virtual Machines, 		  Name: D2/DS2 Low Priority, 		 Rate: 0.125000, 		 Region: AU Southeast 
1237. Category: Virtual Machines, 		  Name: E32 v3/E32s v3, 		 Rate: 2.432000, 		 Region: IN West 
1238. Category: Virtual Machines, 		  Name: M32ls Low Priority, 		 Rate: 0.672282, 		 Region: UK West 
1239. Category: Virtual Machines, 		  Name: A8 v2, 		 Rate: 0.607100, 		 Region: FR South 
1240. Category: Virtual Machines, 		  Name: F1/F1s Low Priority, 		 Rate: 0.043000, 		 Region: US West 
1241. Category: Virtual Machines, 		  Name: L8s v2, 		 Rate: 0.496000, 		 Region: US West 2 
1242. Category: Virtual Machines, 		  Name: D64 v3/D64s v3, 		 Rate: 3.200000, 		 Region: US North Central 
1243. Category: Virtual Machines, 		  Name: F4s v2, 		 Rate: 0.407000, 		 Region: AU Southeast 
1244. Category: Virtual Machines, 		  Name: D11 v2/DS11 v2 - Expired, 		 Rate: 0.185000, 		 Region: EU North 
1245. Category: Virtual Machines, 		  Name: E20 v3/E20s v3, 		 Rate: 2.180000, 		 Region: US East 
1246. Category: Virtual Machines, 		  Name: D4 v2/DS4 v2 Low Priority, 		 Rate: 0.430000, 		 Region: EU West 
1247. Category: Virtual Machines, 		  Name: A4 Low Priority, 		 Rate: 0.246400, 		 Region: US DoD 
1248. Category: Virtual Machines, 		  Name: A3, 		 Rate: 0.360000, 		 Region: AP East 
1249. Category: Virtual Machines, 		  Name: E64i v3/E64is v3 Low Priority, 		 Rate: 2.857000, 		 Region: US West Central 
1250. Category: Virtual Machines, 		  Name: A1, 		 Rate: 0.032000, 		 Region: JA East 
1251. Category: Virtual Machines, 		  Name: A7 Low Priority, 		 Rate: 0.200000, 		 Region: US North Central 
1252. Category: Virtual Machines, 		  Name: D14 v2/DS14 v2 - Expired, 		 Rate: 1.518000, 		 Region: EU West 
1253. Category: Virtual Machines, 		  Name: B2s, 		 Rate: 0.067900, 		 Region: JA West 
1254. Category: Virtual Machines, 		  Name: M32ms, 		 Rate: 13.991625, 		 Region: AP East 
1255. Category: Virtual Machines, 		  Name: A7 Low Priority, 		 Rate: 0.576000, 		 Region: AP East 
1256. Category: Virtual Machines, 		  Name: A8, 		 Rate: 0.975000, 		 Region: US West 
1257. Category: Virtual Machines, 		  Name: F2/F2s, 		 Rate: 0.192000, 		 Region: US North Central 
1258. Category: Virtual Machines, 		  Name: E32 v3/E32s v3, 		 Rate: 4.032000, 		 Region: JA West 
1259. Category: Virtual Machines, 		  Name: A2, 		 Rate: 0.204000, 		 Region: CA Central 
1260. Category: Virtual Machines, 		  Name: D64 v3/D64s v3 Low Priority, 		 Rate: 0.826000, 		 Region: JA West 
1261. Category: Virtual Machines, 		  Name: F72s v2, 		 Rate: 7.535000, 		 Region: JA West 
1262. Category: Virtual Machines, 		  Name: F72s v2 Low Priority, 		 Rate: 0.612000, 		 Region: US East 2 
1263. Category: Virtual Machines, 		  Name: ND24s Low Priority, 		 Rate: 3.469000, 		 Region: US West 2 
1264. Category: Virtual Machines, 		  Name: B2ms, 		 Rate: 0.107000, 		 Region: IN Central 
1265. Category: Virtual Machines, 		  Name: D2 v3/D2s v3 Low Priority, 		 Rate: 0.032500, 		 Region: FR South 
1266. Category: Virtual Machines, 		  Name: F16s v2 Low Priority, 		 Rate: 0.222000, 		 Region: AU Central 2 
1267. Category: Virtual Machines, 		  Name: A8 v2, 		 Rate: 0.600000, 		 Region: US West 
1268. Category: Virtual Machines, 		  Name: H16r, 		 Rate: 2.417000, 		 Region: US West 2 
1269. Category: Virtual Machines, 		  Name: D3 v2/DS3 v2, 		 Rate: 0.280000, 		 Region: CA East 
1270. Category: Virtual Machines, 		  Name: D12/DS12, 		 Rate: 0.347000, 		 Region: US South Central 
1271. Category: Virtual Machines, 		  Name: E2 v3/E2s v3, 		 Rate: 0.156000, 		 Region: UK West 
1272. Category: Virtual Machines, 		  Name: E64 v3/E64s v3 Low Priority, 		 Rate: 0.853000, 		 Region: UK West 
1273. Category: Virtual Machines, 		  Name: D1 v2/DS1 v2 Low Priority, 		 Rate: 0.073750, 		 Region: AU Central 
1274. Category: Virtual Machines, 		  Name: D32 v3/D32s v3 Low Priority, 		 Rate: 1.514000, 		 Region: IN South 
1275. Category: Virtual Machines, 		  Name: D5 v2/DS5 v2, 		 Rate: 1.681000, 		 Region: AU Central 2 
1276. Category: Virtual Machines, 		  Name: D15 v2/DS15 v2 Low Priority, 		 Rate: 0.469000, 		 Region: FR Central 
1277. Category: Virtual Machines, 		  Name: D32 v3/D32s v3, 		 Rate: 3.472000, 		 Region: AP Southeast 
1278. Category: Virtual Machines, 		  Name: D15 v2/DS15 v2, 		 Rate: 2.639000, 		 Region: US East 
1279. Category: Virtual Machines, 		  Name: M32ls, 		 Rate: 4.919600, 		 Region: AU Southeast 
1280. Category: Virtual Machines, 		  Name: D1/DS1, 		 Rate: 0.067000, 		 Region: US East 2 
1281. Category: Virtual Machines, 		  Name: A1, 		 Rate: 0.095000, 		 Region: JA West 
1282. Category: Virtual Machines, 		  Name: M32s Low Priority, 		 Rate: 3.406300, 		 Region: JA East 
1283. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 0.272000, 		 Region: BR South 
1284. Category: Virtual Machines, 		  Name: D2 v3/D2s v3 Low Priority, 		 Rate: 0.113100, 		 Region: FR South 
1285. Category: Virtual Machines, 		  Name: NC6 Low Priority, 		 Rate: 0.180000, 		 Region: US East 
1286. Category: Virtual Machines, 		  Name: A3 Low Priority, 		 Rate: 0.044000, 		 Region: US Gov 
1287. Category: Virtual Machines, 		  Name: M16s Low Priority, 		 Rate: 0.525000, 		 Region: CA Central 
1288. Category: Virtual Machines, 		  Name: F32s v2 Low Priority, 		 Rate: 1.132800, 		 Region: AU East 
1289. Category: Virtual Machines, 		  Name: D11 v2/DS11 v2 - Expired, 		 Rate: 0.282000, 		 Region: IN Central 
1290. Category: Virtual Machines, 		  Name: A4, 		 Rate: 0.696000, 		 Region: AP Southeast 
1291. Category: Virtual Machines, 		  Name: F16/F16s Low Priority, 		 Rate: 0.710000, 		 Region: BR South 
1292. Category: Virtual Machines, 		  Name: A0, 		 Rate: 0.024000, 		 Region: CA Central 
1293. Category: Virtual Machines, 		  Name: NC24s v3, 		 Rate: 14.688000, 		 Region: CA Central 
1294. Category: Virtual Machines, 		  Name: F2/F2s, 		 Rate: 0.277000, 		 Region: AU Central 2 
1295. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.024500, 		 Region: AU Central 2 
1296. Category: Virtual Machines, 		  Name: F1/F1s, 		 Rate: 0.081000, 		 Region: AU Central 
1297. Category: Virtual Machines, 		  Name: M64ms Low Priority, 		 Rate: 2.067000, 		 Region: US West 2 
1298. Category: Virtual Machines, 		  Name: M64ls, 		 Rate: 8.359000, 		 Region: US West 2 
1299. Category: Virtual Machines, 		  Name: F1/F1s Low Priority, 		 Rate: 0.042000, 		 Region: US Gov AZ 
1300. Category: Virtual Machines, 		  Name: M32ls Low Priority, 		 Rate: 0.637806, 		 Region: EU North 
1301. Category: Virtual Machines, 		  Name: M64ms, 		 Rate: 14.472000, 		 Region: EU West 
1302. Category: Virtual Machines, 		  Name: D2/DS2, 		 Rate: 0.312000, 		 Region: AU Southeast 
1303. Category: Virtual Machines, 		  Name: F4s v2, 		 Rate: 0.461000, 		 Region: AU Central 
1304. Category: Virtual Machines, 		  Name: F2/F2s Low Priority, 		 Rate: 0.084000, 		 Region: UK West 
1305. Category: Virtual Machines, 		  Name: G4/GS4, 		 Rate: 5.500000, 		 Region: US Gov AZ 
1306. Category: Virtual Machines, 		  Name: M128s Low Priority, 		 Rate: 3.361000, 		 Region: UK West 
1307. Category: Virtual Machines, 		  Name: M32ls Low Priority, 		 Rate: 0.574600, 		 Region: US West 2 
1308. Category: Virtual Machines, 		  Name: D64 v3/D64s v3, 		 Rate: 3.544000, 		 Region: KR South 
1309. Category: Virtual Machines, 		  Name: E64 v3/E64s v3, 		 Rate: 7.745000, 		 Region: IN South 
1310. Category: Virtual Machines, 		  Name: A2, 		 Rate: 0.131000, 		 Region: IN West 
1311. Category: Virtual Machines, 		  Name: E20 v3/E20s v3, 		 Rate: 1.370000, 		 Region: IN Central 
1312. Category: Virtual Machines, 		  Name: F2s v2, 		 Rate: 0.193000, 		 Region: UK South 
1313. Category: Virtual Machines, 		  Name: A1 v2, 		 Rate: 0.050000, 		 Region: AU Southeast 
1314. Category: Virtual Machines, 		  Name: B1ms, 		 Rate: 0.032100, 		 Region: KR Central 
1315. Category: Virtual Machines, 		  Name: E20 v3/E20s v3 Low Priority, 		 Rate: 0.990000, 		 Region: US East 2 
1316. Category: Virtual Machines, 		  Name: NV24, 		 Rate: 7.110000, 		 Region: JA East 
1317. Category: Virtual Machines, 		  Name: A10 Low Priority, 		 Rate: 0.140000, 		 Region: US South Central 
1318. Category: Virtual Machines, 		  Name: F8s v2, 		 Rate: 0.404000, 		 Region: UK South 
1319. Category: Virtual Machines, 		  Name: E32 v3/E32s v3, 		 Rate: 4.032000, 		 Region: AP Southeast 
1320. Category: Virtual Machines, 		  Name: F16s v2, 		 Rate: 1.624000, 		 Region: AU East 
1321. Category: Virtual Machines, 		  Name: E20 v3/E20s v3 Low Priority, 		 Rate: 1.010000, 		 Region: JA West 
1322. Category: Virtual Machines, 		  Name: F16/F16s Low Priority, 		 Rate: 0.698000, 		 Region: JA East 
1323. Category: Virtual Machines, 		  Name: A3, 		 Rate: 0.296000, 		 Region: US West 2 
1324. Category: Virtual Machines, 		  Name: E32 v3/E32s v3 Low Priority, 		 Rate: 0.474000, 		 Region: US West 
1325. Category: Virtual Machines, 		  Name: M32s Low Priority, 		 Rate: 3.309600, 		 Region: IN Central 
1326. Category: Virtual Machines, 		  Name: E64i v3/E64is v3, 		 Rate: 4.199000, 		 Region: US Central 
1327. Category: Virtual Machines, 		  Name: A2 v2, 		 Rate: 0.159000, 		 Region: AU Southeast 
1328. Category: Virtual Machines, 		  Name: NC12 Low Priority, 		 Rate: 1.041000, 		 Region: US West 
1329. Category: Virtual Machines, 		  Name: D16 v3/D16s v3, 		 Rate: 0.800000, 		 Region: US North Central 
1330. Category: Virtual Machines, 		  Name: D2 v3/D2s v3 Low Priority, 		 Rate: 0.032000, 		 Region: BR South 
1331. Category: Virtual Machines, 		  Name: D8 v3/D8s v3 Low Priority, 		 Rate: 0.100000, 		 Region: AU Southeast 
1332. Category: Virtual Machines, 		  Name: A4 v2 Low Priority, 		 Rate: 0.114000, 		 Region: US East 
1333. Category: Virtual Machines, 		  Name: A2 Low Priority, 		 Rate: 0.090000, 		 Region: AU Southeast 
1334. Category: Virtual Machines, 		  Name: A1 Low Priority, 		 Rate: 0.005200, 		 Region: UK South 
1335. Category: Virtual Machines, 		  Name: M64s Low Priority, 		 Rate: 1.334000, 		 Region: US West 2 
1336. Category: Virtual Machines, 		  Name: F1/F1s Low Priority, 		 Rate: 0.041000, 		 Region: US South Central 
1337. Category: Virtual Machines, 		  Name: F2s v2 Low Priority, 		 Rate: 0.070000, 		 Region: AP Southeast 
1338. Category: Virtual Machines, 		  Name: F64s v2, 		 Rate: 4.434000, 		 Region: AU Central 2 
1339. Category: Virtual Machines, 		  Name: F2/F2s, 		 Rate: 0.201000, 		 Region: CA East 
1340. Category: Virtual Machines, 		  Name: A2m v2 Low Priority, 		 Rate: 0.084000, 		 Region: EU North 
1341. Category: Virtual Machines, 		  Name: E20 v3/E20s v3, 		 Rate: 2.000000, 		 Region: AP East 
1342. Category: Virtual Machines, 		  Name: G3/GS3 Low Priority, 		 Rate: 1.024000, 		 Region: JA East 
1343. Category: Virtual Machines, 		  Name: L16s, 		 Rate: 2.200000, 		 Region: JA East 
1344. Category: Virtual Machines, 		  Name: A8m v2 Low Priority, 		 Rate: 0.318000, 		 Region: US West Central 
1345. Category: Virtual Machines, 		  Name: F72s v2, 		 Rate: 3.528000, 		 Region: AP Southeast 
1346. Category: Virtual Machines, 		  Name: H16r, 		 Rate: 3.752000, 		 Region: EU West 
