397,Virtual Machines,NV24 Low Priority,1.499316,US Gov
398,Virtual Machines,F2s v2 Low Priority,0.097208,AU Southeast
399,Virtual Machines,ND40s v2,32.081518,AP Southeast
400,Virtual Machines,B8ms,0.518994,UK South
401,Virtual Machines,A4 Low Priority,0.159268,AU Central
402,Virtual Machines,D14 v2/DS14 v2 - Expired,2.573002,UK West
403,Virtual Machines,NV12 Low Priority,0.660138,US East 2
404,Virtual Machines,M32ts,4.348552,UK South
405,Virtual Machines,B2ms,0.159268,KR South
406,Virtual Machines,A7 Low Priority,0.689246,US DoD
407,Virtual Machines,F2/F2s,0.344486,FR South
408,Virtual Machines,D3 v2/DS3 v2,0.407781,KR South
409,Virtual Machines,D4 v2/DS4 v2,1.798630,US DoD
410,Virtual Machines,A2,0.210069,BR South
411,Virtual Machines,A6,1.197942,AU Central 2
412,Virtual Machines,D13 v2/DS13 v2 Low Priority,0.760642,JA East
413,Virtual Machines,D14 v2/DS14 v2,2.191308,CA Central
414,Virtual Machines,F2s v2 Low Priority,0.026362,EU North
415,Virtual Machines,E4 v3/E4s v3,0.437987,AU Southeast
416,Virtual Machines,NC24rs v3 Low Priority,6.333328,AU East
417,Virtual Machines,D64 v3/D64s v3,5.492000,AU Southeast
418,Virtual Machines,E2 v3/E2s v3 Low Priority,0.138673,AP Southeast
419,Virtual Machines,G2/GS2 Low Priority,0.889704,AP East
420,Virtual Machines,M32ls,6.636272,UK South
421,Virtual Machines,D2 v2/DS2 v2,0.321282,US West Central
422,Virtual Machines,E2 v3/E2s v3,0.182609,US East 2
423,Virtual Machines,F64s v2 Low Priority,0.860871,AP Southeast
424,Virtual Machines,D4/DS4,1.238446,AP East
425,Virtual Machines,D16 v3/D16s v3 Low Priority,0.274600,FR Central
426,Virtual Machines,D12 v2/DS12 v2 - Expired,0.834784,US Gov AZ
427,Virtual Machines,E4 v3/E4s v3,0.653548,CA East
428,Virtual Machines,E4 v3/E4s v3,0.549200,AP East
429,Virtual Machines,F64s v2,4.481472,US South Central
430,Virtual Machines,ND40s v2,41.361625,AP East
431,Virtual Machines,NC12,2.669112,EU North
432,Virtual Machines,F16s v2 Low Priority,0.777667,US Central
433,Virtual Machines,D1 v2/DS1 v2 Low Priority,0.080321,US Gov AZ
434,Virtual Machines,D2 v2/DS2 v2,0.374829,JA East
435,Virtual Machines,NC24 Low Priority,2.380782,US East
436,Virtual Machines,B1ms,0.051625,BR South
437,Virtual Machines,D1/DS1 Low Priority,0.071396,
438,Virtual Machines,M32ts,6.369608,UK West
439,Virtual Machines,A6 Low Priority,0.133181,CA East
440,Virtual Machines,D13 v2/DS13 v2,1.260414,JA East
441,Virtual Machines,A3 Low Priority,0.087872,BR South
442,Virtual Machines,A4 Low Priority,0.131808,EU West
443,Virtual Machines,A2 Low Priority,0.032952,AP East
444,Virtual Machines,M64ms Low Priority,3.406413,US Gov AZ
445,Virtual Machines,A4 Low Priority,0.408605,AU East
446,Virtual Machines,A0,0.032952,AU Southeast
447,Virtual Machines,D5 v2/DS5 v2,1.537760,CA East
448,Virtual Machines,D4 v3/D4s v3,0.263616,US East 2
449,Virtual Machines,NV24 Low Priority,1.200002,
450,Virtual Machines,NC24s v3 Low Priority,8.673241,CA Central
451,Virtual Machines,D3/DS3,0.708468,EU North
452,Virtual Machines,E20 v3/E20s v3,3.405040,FR Central
453,Virtual Machines,A1,0.082380,
454,Virtual Machines,NV12s Low Priority,0.994052,US West
455,Virtual Machines,A0,0.027460,US DoD
456,Virtual Machines,D16 v3/D16s v3,1.274144,UK South
457,Virtual Machines,D14/DS14 Low Priority,0.422884,US North Central
458,Virtual Machines,M16s Low Priority,2.583711,EU North
459,Virtual Machines,F2/F2s,0.164760,US Gov
460,Virtual Machines,E4 v3/E4s v3 Low Priority,0.087872,JA West
461,Virtual Machines,L16s v2,0.749109,US East 2
462,Virtual Machines,D13 v2/DS13 v2 Low Priority,0.208696,EU West
463,Virtual Machines,A2,0.271854,UK West
464,Virtual Machines,G4/GS4 Low Priority,3.350120,US Gov TX
465,Virtual Machines,F8s v2,1.224716,FR South
466,Virtual Machines,A6,0.859498,US DoD
